,title,description,originallink,link,pubDate
945,"'우영우' 박은빈, 하윤경·주종혁과 원팀 활약...'고래커플'은 위기",['description'],http://news.tf.co.kr/read/entertain/1959234.htm,https://n.news.naver.com/mnews/article/629/0000167436?sid=106,"Thu, 18 Aug 2022 09:42:00 +0900"
946,"'우영우' 아빠 전배수 ""뜨거운 사랑에 깊이 감사"" 종영소감",['description'],http://www.slist.kr/news/articleView.html?idxno=377560,http://www.slist.kr/news/articleView.html?idxno=377560,"Thu, 18 Aug 2022 09:42:00 +0900"
947,"함태인, ‘이상한 변호사 우영우’ 출연…우영우♥이준호, 애정 전선 뉴페이스...",['description'],https://sports.donga.com/article/all/20220818/115008720/1,https://n.news.naver.com/mnews/article/382/0000998712?sid=106,"Thu, 18 Aug 2022 09:41:00 +0900"
948,‘우영우’ 아빠 전배수 “너무 행복했다”,['description'],http://sports.khan.co.kr/news/sk_index.html?art_id=202208180940013&sec_id=540201&pt=nv,https://n.news.naver.com/mnews/article/144/0000831629?sid=106,"Thu, 18 Aug 2022 09:41:00 +0900"
949,"'이상한 변호사 우영우', 진경-박은빈 관계 탄로 위기…'13.8%'",['description'],http://www.stoo.com/article.php?aid=82052174839,http://www.stoo.com/article.php?aid=82052174839,"Thu, 18 Aug 2022 09:40:00 +0900"
950,"주종혁, 권모술수에서 개룡남으로 ""가족들도 욕을 한다""",['description'],http://www.slist.kr/news/articleView.html?idxno=377558,http://www.slist.kr/news/articleView.html?idxno=377558,"Thu, 18 Aug 2022 09:38:00 +0900"
951,‘우영우’ 영우아빠 전배수 “좋은 작품 함께 해 감사했다” 종영소감,['description'],https://www.newsen.com/news_view.php?uid=202208180934382410,https://n.news.naver.com/mnews/article/609/0000616498?sid=106,"Thu, 18 Aug 2022 09:37:00 +0900"
952,‘우영우’ 국민아빠 전배수 “좋은 작품에 함께할 수 있어 행복”,['description'],http://www.sportsworldi.com/newsView/20220818507540,https://n.news.naver.com/mnews/article/396/0000621889?sid=106,"Thu, 18 Aug 2022 09:36:00 +0900"
953,"웹툰 이어 뮤지컬로, 재탄생하는 '우영우 IP'",['description'],http://www.sportsq.co.kr/news/articleView.html?idxno=442767,http://www.sportsq.co.kr/news/articleView.html?idxno=442767,"Thu, 18 Aug 2022 09:36:00 +0900"
954,"'우영우' 박은빈, 강기영 부재에 위기...하연수X주종혁 의리와 용기 빛났다 '...",['description'],https://www.sportsw.kr/news/newsview.php?ncode=1065572056942261,https://www.sportsw.kr/news/newsview.php?ncode=1065572056942261,"Thu, 18 Aug 2022 09:34:00 +0900"
955,"박은빈♥강태오, 이별하고 새드엔딩 되나..""외롭지 않게 할 자신 없어""(우영우...",['description'],http://www.osen.co.kr/article/G1111921476,https://n.news.naver.com/mnews/article/109/0004680447?sid=106,"Thu, 18 Aug 2022 09:33:00 +0900"
956,"[공식] 함태인, '우영우' 최종회 뜬다…박은빈♥강태오 러브라인에 영향",['description'],https://tenasia.hankyung.com/drama/article/2022081807794,https://n.news.naver.com/mnews/article/312/0000564517?sid=106,"Thu, 18 Aug 2022 09:32:00 +0900"
957,"함태인, ‘우영우’ 마지막회 출연 ""러브라인 속 존재감 발산""",['description'],http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202208180928337161&ext=na&utm_campaign=naver_news&utm_source=naver&utm_medium=related_news,https://n.news.naver.com/mnews/article/117/0003636747?sid=106,"Thu, 18 Aug 2022 09:31:00 +0900"
958,"주종혁의 ‘권모술수’, 빠질 수 밖에",['description'],http://sports.khan.co.kr/news/sk_index.html?art_id=202208180930013&sec_id=540101&pt=nv,https://n.news.naver.com/mnews/article/144/0000831625?sid=106,"Thu, 18 Aug 2022 09:31:00 +0900"
959,[차트IS] ENA ‘우영우’ 종영 하루 앞두고 시청률 13.8%,['description'],https://isplus.com/2022/08/18/enter/entertainment/20220818092936363.html,https://n.news.naver.com/mnews/article/241/0003225488?sid=106,"Thu, 18 Aug 2022 09:29:00 +0900"
960,'이상한 변호사 우영우' 15회 시청률 소폭 ↓…고래커플 결말은?,['description'],https://www.jejutwn.com/news/article.html?no=142646,https://www.jejutwn.com/news/article.html?no=142646,"Thu, 18 Aug 2022 09:28:00 +0900"
961,"‘우영우’ 주종혁 “권모술수 권민우, 심지어 가족들도 욕한다”[스타화보]",['description'],https://www.newsen.com/news_view.php?uid=202208180927002410,https://n.news.naver.com/mnews/article/609/0000616493?sid=106,"Thu, 18 Aug 2022 09:28:00 +0900"
